Mnigripes_gene_id,Mnigripes_transcript_id,Gene_Symbol,Mpfuro_ensembl_gene_id,description_mpfuro,description_hsapiens
MUSNIGG00009272,MUSNIGT00011342,GPR179,ENSMPUG00000015211,G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371],G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]
MUSNIGG00009273,MUSNIGT00011343,MRPL45,ENSMPUG00000015218,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651],mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
MUSNIGG00009275,MUSNIGT00011345,NPEPPS,ENSMPUG00000015219,aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900],aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]
MUSNIGG00009276,MUSNIGT00011346,KPNB1,ENSMPUG00000015220,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400],karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]
MUSNIGG00009277,MUSNIGT00011347,TBX21,ENSMPUG00000015272,T-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11599],T-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11599]
MUSNIGG00009279,MUSNIGT00011350,OSBPL7,ENSMPUG00000015276,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]
MUSNIGG00009280,MUSNIGT00011351,MRPL10,ENSMPUG00000015278,mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055],mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]
MUSNIGG00009281,MUSNIGT00011352,LRRC46,ENSMPUG00000015287,leucine rich repeat containing 46 [Source:HGNC Symbol;Acc:HGNC:25047],leucine rich repeat containing 46 [Source:HGNC Symbol;Acc:HGNC:25047]
MUSNIGG00009282,MUSNIGT00011353,SCRN2,ENSMPUG00000015288,secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381],secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]
MUSNIGG00009286,MUSNIGT00011357,SP2,ENSMPUG00000015289,Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207],Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]
MUSNIGG00009287,MUSNIGT00011358,PNPO,ENSMPUG00000015290,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260],pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]
MUSNIGG00009288,MUSNIGT00011359,PRR15L,ENSMPUG00000020087,proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149],proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149]
MUSNIGG00009289,MUSNIGT00011360,CDK5RAP3,ENSMPUG00000015291,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673],CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]
MUSNIGG00009290,MUSNIGT00011361,COPZ2,ENSMPUG00000015292,coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
MUSNIGG00009290,MUSNIGT00011361,COPZ2,ENSMPUG00000015292,coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
MUSNIGG00009290,MUSNIGT00011361,COPZ2,ENSMPUG00000015292,coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
MUSNIGG00009290,MUSNIGT00011361,COPZ2,ENSMPUG00000015292,coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
MUSNIGG00009291,MUSNIGT00011362,NFE2L1,ENSMPUG00000015301,"nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]","nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]"
MUSNIGG00009292,MUSNIGT00011363,CBX1,ENSMPUG00000015302,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]
MUSNIGG00009293,MUSNIGT00011364,SNX11,ENSMPUG00000015303,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975],sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
MUSNIGG00009294,MUSNIGT00011365,SKAP1,ENSMPUG00000015305,src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605],src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
MUSNIGG00009297,MUSNIGT00011368,HOXB1,ENSMPUG00000015307,homeobox B1 [Source:HGNC Symbol;Acc:HGNC:5111],homeobox B1 [Source:HGNC Symbol;Acc:HGNC:5111]
MUSNIGG00009300,MUSNIGT00011371,HOXB2,ENSMPUG00000015309,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113],homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]
MUSNIGG00009302,MUSNIGT00011373,HOXB3,NA,NA,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114]
MUSNIGG00009304,MUSNIGT00011375,HOXB4,ENSMPUG00000015310,homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115],homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]
MUSNIGG00009305,MUSNIGT00011376,HOXB6,ENSMPUG00000015322,homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117],homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117]
MUSNIGG00009307,MUSNIGT00011378,HOXB7,ENSMPUG00000015328,homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118],homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]
MUSNIGG00009308,MUSNIGT00011380,HOXB8,ENSMPUG00000015329,homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119],homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119]
MUSNIGG00009309,MUSNIGT00011381,HOXB9,ENSMPUG00000015330,homeobox B9 [Source:NCBI gene;Acc:101671681],homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]
MUSNIGG00009312,MUSNIGT00011385,HOXB13,ENSMPUG00000015332,homeobox B13 [Source:NCBI gene;Acc:101684953],homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112]
MUSNIGG00009313,MUSNIGT00011386,TTLL6,ENSMPUG00000015335,tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664],tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]
MUSNIGG00009314,MUSNIGT00011387,TTLL6,ENSMPUG00000015335,tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664],tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]
MUSNIGG00009316,MUSNIGT00011389,CALCOCO2,ENSMPUG00000015338,calcium binding and coiled-coil domain 2 [Source:NCBI gene;Acc:101672281],calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]
MUSNIGG00009317,MUSNIGT00011390,ATP5G1,NA,NA,NA
MUSNIGG00009318,MUSNIGT00011391,UBE2Z,ENSMPUG00000015342,ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847],ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847]
MUSNIGG00009319,MUSNIGT00011392,SNF8,ENSMPUG00000015356,SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028],SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028]
MUSNIGG00009320,MUSNIGT00011393,GIP,ENSMPUG00000015357,gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:HGNC:4270],gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:HGNC:4270]
MUSNIGG00009322,MUSNIGT00011397,B4GALNT2,ENSMPUG00000015373,"beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]","beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]"
MUSNIGG00009323,MUSNIGT00011398,GNGT2,NA,NA,G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412]
MUSNIGG00009324,MUSNIGT00011399,ABI3,ENSMPUG00000015374,ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859],ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]
MUSNIGG00009325,MUSNIGT00011400,PHOSPHO1,ENSMPUG00000015375,phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815],phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]
MUSNIGG00009326,MUSNIGT00011401,ZNF652,ENSMPUG00000015376,zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147],zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147]
MUSNIGG00009330,MUSNIGT00011405,PHB,ENSMPUG00000015381,prohibitin [Source:HGNC Symbol;Acc:HGNC:8912],prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]
MUSNIGG00009331,MUSNIGT00011406,NGFR,ENSMPUG00000015384,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809],nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]
MUSNIGG00009332,MUSNIGT00011407,NXPH3,ENSMPUG00000015386,neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077],neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
MUSNIGG00009333,MUSNIGT00011408,SPOP,ENSMPUG00000015389,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254],speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
MUSNIGG00009335,MUSNIGT00011411,SLC35B1,ENSMPUG00000015392,solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798],solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]
MUSNIGG00009336,MUSNIGT00011412,FAM117A,ENSMPUG00000015406,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179],family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]
MUSNIGG00009337,MUSNIGT00011414,KAT7,ENSMPUG00000015409,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016],lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
MUSNIGG00009338,MUSNIGT00011416,TAC4,NA,NA,tachykinin precursor 4 [Source:HGNC Symbol;Acc:HGNC:16641]
MUSNIGG00009341,MUSNIGT00011420,DLX4,ENSMPUG00000015410,distal-less homeobox 4 [Source:HGNC Symbol;Acc:HGNC:2917],distal-less homeobox 4 [Source:HGNC Symbol;Acc:HGNC:2917]
MUSNIGG00009342,MUSNIGT00011421,DLX3,ENSMPUG00000015413,distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916],distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]
MUSNIGG00009343,MUSNIGT00011422,ITGA3,ENSMPUG00000015414,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]
MUSNIGG00009344,MUSNIGT00011424,PDK2,ENSMPUG00000015416,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]
MUSNIGG00009345,MUSNIGT00011425,SAMD14,ENSMPUG00000015417,sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312],sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]
MUSNIGG00009346,MUSNIGT00011426,PPP1R9B,ENSMPUG00000015418,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298],protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]
MUSNIGG00009347,MUSNIGT00011428,SGCA,ENSMPUG00000015419,sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805],sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805]
MUSNIGG00009348,MUSNIGT00011429,COL1A1,ENSMPUG00000015438,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197],collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]
MUSNIGG00009350,MUSNIGT00011431,TMEM92,ENSMPUG00000015441,transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579],transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]
MUSNIGG00009352,MUSNIGT00011433,XYLT2,ENSMPUG00000015443,xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517],xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
MUSNIGG00009353,MUSNIGT00011434,MRPL27,ENSMPUG00000015445,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483],mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]
MUSNIGG00009354,MUSNIGT00011435,EME1,ENSMPUG00000015450,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965],essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]
MUSNIGG00009355,MUSNIGT00011436,LRRC59,ENSMPUG00000015455,leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817],leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]
MUSNIGG00009356,MUSNIGT00011437,ACSF2,ENSMPUG00000015456,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
MUSNIGG00009357,MUSNIGT00011438,CHAD,ENSMPUG00000015476,chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909],chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909]
MUSNIGG00009358,MUSNIGT00011439,ACSF2,ENSMPUG00000015456,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
MUSNIGG00009359,MUSNIGT00011440,MYCBPAP,ENSMPUG00000015480,MYCBP associated protein [Source:NCBI gene;Acc:101691357],MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]
MUSNIGG00009360,MUSNIGT00011442,EPN3,ENSMPUG00000015482,epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235],epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]
MUSNIGG00009361,MUSNIGT00011443,SPATA20,ENSMPUG00000015483,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
MUSNIGG00009362,MUSNIGT00011444,CACNA1G,ENSMPUG00000015502,calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394],calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]
MUSNIGG00009363,MUSNIGT00011446,CACNA1G,ENSMPUG00000015502,calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394],calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]
MUSNIGG00009364,MUSNIGT00011448,ABCC3,ENSMPUG00000015510,ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54],ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]
MUSNIGG00009365,MUSNIGT00011449,ANKRD40,ENSMPUG00000015517,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233],ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]
MUSNIGG00009366,MUSNIGT00011451,LUC7L3,ENSMPUG00000015532,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309],LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
MUSNIGG00009367,MUSNIGT00011452,,NA,NA,NA
MUSNIGG00009369,MUSNIGT00011454,WFIKKN2,ENSMPUG00000015554,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]"
MUSNIGG00009371,MUSNIGT00011456,TOB1,ENSMPUG00000020088,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]","transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]"
MUSNIGG00009374,MUSNIGT00011466,SPAG9,ENSMPUG00000015555,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
MUSNIGG00009375,MUSNIGT00011467,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009375,MUSNIGT00011467,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009375,MUSNIGT00011467,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009375,MUSNIGT00011467,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009377,MUSNIGT00011469,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009377,MUSNIGT00011469,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009377,MUSNIGT00011469,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009377,MUSNIGT00011469,NME2,ENSMPUG00000015573,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850],NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
MUSNIGG00009378,MUSNIGT00011471,MBTD1,ENSMPUG00000015580,mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866],mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
MUSNIGG00009379,MUSNIGT00011472,UTP18,ENSMPUG00000015582,UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274],UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]
MUSNIGG00009382,MUSNIGT00011475,CA10,ENSMPUG00000015610,carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369],carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]
MUSNIGG00009387,MUSNIGT00011484,LAMTOR1,ENSMPUG00000010289,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"
MUSNIGG00009387,MUSNIGT00011484,LAMTOR1,ENSMPUG00000010289,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"
MUSNIGG00009387,MUSNIGT00011484,LAMTOR1,ENSMPUG00000010289,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"
MUSNIGG00009387,MUSNIGT00011484,LAMTOR1,ENSMPUG00000010289,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"
MUSNIGG00009401,MUSNIGT00011498,KIF2B,ENSMPUG00000015408,kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443],kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443]
MUSNIGG00009411,MUSNIGT00011509,EEF1A1,NA,NA,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
MUSNIGG00009411,MUSNIGT00011509,EEF1A1,NA,NA,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
MUSNIGG00009411,MUSNIGT00011509,EEF1A1,NA,NA,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
MUSNIGG00009411,MUSNIGT00011509,EEF1A1,NA,NA,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
MUSNIGG00009412,MUSNIGT00011510,TOM1L1,ENSMPUG00000015405,target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983],target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]
MUSNIGG00009413,MUSNIGT00011511,COX11,ENSMPUG00000015403,cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261],cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]
MUSNIGG00009414,MUSNIGT00011512,STXBP4,ENSMPUG00000015401,syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694],syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694]
MUSNIGG00009415,MUSNIGT00011513,ZFHX2,ENSMPUG00000006417,zinc finger homeobox 2 [Source:NCBI gene;Acc:101673388],zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]
MUSNIGG00009415,MUSNIGT00011513,ZFHX2,ENSMPUG00000006417,zinc finger homeobox 2 [Source:NCBI gene;Acc:101673388],zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]
MUSNIGG00009415,MUSNIGT00011513,ZFHX2,ENSMPUG00000006417,zinc finger homeobox 2 [Source:NCBI gene;Acc:101673388],zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]
MUSNIGG00009415,MUSNIGT00011513,ZFHX2,ENSMPUG00000006417,zinc finger homeobox 2 [Source:NCBI gene;Acc:101673388],zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]
MUSNIGG00009417,MUSNIGT00011516,HLF,ENSMPUG00000015400,"HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]","HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]"
MUSNIGG00009419,MUSNIGT00011518,MMD,ENSMPUG00000015398,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153],monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]
MUSNIGG00009426,MUSNIGT00011526,TMEM100,ENSMPUG00000015395,transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607],transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]
MUSNIGG00009427,MUSNIGT00011527,PCTP,ENSMPUG00000015394,phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752],phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]
MUSNIGG00009429,MUSNIGT00011531,,NA,NA,NA
MUSNIGG00009431,MUSNIGT00011533,NOG,ENSMPUG00000019636,noggin [Source:HGNC Symbol;Acc:HGNC:7866],noggin [Source:HGNC Symbol;Acc:HGNC:7866]
MUSNIGG00009435,MUSNIGT00011537,C17ORF67,NA,NA,NA
MUSNIGG00009436,MUSNIGT00011538,DGKE,ENSMPUG00000015391,diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852],diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852]
MUSNIGG00009437,MUSNIGT00011539,TRIM25,ENSMPUG00000015388,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932],tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
MUSNIGG00009439,MUSNIGT00011541,COIL,ENSMPUG00000015385,coilin [Source:HGNC Symbol;Acc:HGNC:2184],coilin [Source:HGNC Symbol;Acc:HGNC:2184]
MUSNIGG00009440,MUSNIGT00011542,SCPEP1,ENSMPUG00000015382,serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507],serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]
MUSNIGG00009443,MUSNIGT00011546,AKAP1,ENSMPUG00000015380,A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367],A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]
MUSNIGG00009444,MUSNIGT00011549,MSI2,ENSMPUG00000015377,musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585],musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]
MUSNIGG00009449,MUSNIGT00011556,MRPS23,ENSMPUG00000015372,mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509],mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
MUSNIGG00009450,MUSNIGT00011557,CUEDC1,ENSMPUG00000015371,CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350],CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]
MUSNIGG00009451,MUSNIGT00011559,VEZF1,ENSMPUG00000015370,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949],vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949]
